Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days
SH10734,Warehouse_SF,Detroit,FedEx,2023-11-07,2023-11-12,39.9,138.47,Delivered,475,5
SH10735,Warehouse_BOS,Houston,FedEx,2023-05-25,2023-05-29,6.6,199.12,Delivered,1370,4
SH10736,Warehouse_DEN,Los Angeles,LaserShip,2023-10-27,2023-11-02,474.2,341.15,Delivered,2200,6
SH10737,Warehouse_ATL,Miami,USPS,2023-07-12,2023-07-18,15.1,236.63,In Transit,1795,6
SH10738,Warehouse_DEN,Phoenix,FedEx,2023-02-24,2023-03-01,32.0,340.57,Delivered,2208,5
SH10739,Warehouse_HOU,Boston,USPS,2023-10-31,2023-11-02,14.5,86.35,Delivered,585,2
SH10740,Warehouse_DEN,Phoenix,Amazon Logistics,2023-12-18,2023-12-27,9.2,141.68,Delayed,974,3
SH10741,Warehouse_LA,Atlanta,FedEx,2023-06-29,2023-07-04,32.2,247.76,Delivered,1610,5
SH10742,Warehouse_HOU,Denver,FedEx,2023-10-27,2023-10-31,27.1,165.65,Delivered,1030,4
SH10743,Warehouse_HOU,Boston,LaserShip,2023-05-02,2023-05-11,22.8,342.44,Delivered,2380,9
SH10744,Warehouse_HOU,Atlanta,FedEx,2023-03-10,2023-03-12,10.2,111.08,Delivered,800,2
SH10745,Warehouse_NYC,Miami,Amazon Logistics,2023-08-10,2023-08-14,30.8,255.81,Delivered,1692,4
SH10746,Warehouse_BOS,Miami,USPS,2023-04-03,2023-04-05,11.9,139.28,Delivered,1032,2
SH10747,Warehouse_ATL,Los Angeles,USPS,2023-01-25,2023-01-27,16.8,124.3,Delivered,1003,2
SH10748,Warehouse_SF,Phoenix,UPS,2023-10-13,2023-10-15,7.2,59.98,Delivered,367,2
SH10749,Warehouse_SEA,Miami,LaserShip,2023-12-30,2024-01-06,11.6,264.5,Delivered,1614,7
SH10750,Warehouse_LA,Portland,LaserShip,2023-05-06,2023-05-11,7.8,53.18,Delivered,402,5
SH10751,Warehouse_BOS,Phoenix,LaserShip,2023-08-22,2023-09-02,43.8,138.23,Delayed,691,3
SH10752,Warehouse_DEN,Miami,USPS,2023-07-20,2023-07-22,10.1,61.2,Delivered,469,2
SH10753,Warehouse_MIA,Detroit,USPS,2023-08-22,2023-08-30,24.7,280.23,Delivered,2030,8
SH10754,Warehouse_DEN,Minneapolis,FedEx,2023-10-07,2023-10-10,26.5,155.2,Delivered,810,3
SH10755,Warehouse_LA,San Francisco,LaserShip,2023-12-06,2023-12-09,6.2,111.44,Delivered,735,3
SH10756,Warehouse_DEN,Minneapolis,DHL,2023-04-13,2023-04-15,10.0,45.28,Delivered,236,2
SH10757,Warehouse_SEA,Phoenix,DHL,2023-04-12,2023-04-17,9.5,194.71,Delivered,1346,5
SH10758,Warehouse_HOU,Denver,UPS,2023-04-27,,12.1,140.94,Delivered,1030,3
SH10759,Warehouse_SEA,Chicago,USPS,2023-08-24,2023-08-28,71.0,148.26,Delivered,706,4
SH10760,Warehouse_BOS,Miami,DHL,2023-08-18,2023-08-26,35.3,212.84,Delivered,1056,8
SH10761,Warehouse_DEN,Miami,DHL,2023-07-07,2023-07-12,18.1,229.06,Delivered,1660,5
SH10762,Warehouse_HOU,Los Angeles,UPS,2023-11-04,2023-11-10,10.3,332.84,Delivered,2174,6
SH10763,Warehouse_LA,Chicago,Amazon Logistics,2023-04-19,2023-04-23,72.9,236.99,Delivered,1270,4
SH10764,Warehouse_DEN,Portland,USPS,2023-01-20,2023-01-25,18.7,312.02,Delivered,2308,5
SH10765,Warehouse_BOS,Houston,LaserShip,2023-01-14,2023-01-16,39.6,90.47,Delivered,307,2
SH10766,Warehouse_MIA,Phoenix,LaserShip,2023-05-17,2023-05-21,10.8,125.78,Delivered,912,4
SH10767,Warehouse_LA,Dallas,FedEx,2023-01-16,2023-01-21,48.5,261.64,Delivered,1435,5
SH10768,Warehouse_MIA,Chicago,DHL,2023-08-24,2023-08-29,57.5,257.6,Delayed,1260,3
SH10769,Warehouse_DEN,New York,USPS,2023-07-06,2023-07-10,13.6,204.17,Delivered,1646,4
SH10770,Warehouse_CHI,Boston,UPS,2023-04-15,2023-04-21,7.7,284.59,Delivered,2012,6
SH10771,Warehouse_CHI,Detroit,FedEx,2023-08-16,2023-08-18,41.8,84.62,Delivered,283,2
SH10772,Warehouse_LA,San Francisco,USPS,2023-06-01,2023-06-04,43.9,222.74,Delivered,1342,3
SH10773,Warehouse_SEA,Phoenix,UPS,2023-07-29,2023-08-04,30.0,266.62,Delivered,2030,6
SH10774,Warehouse_SEA,New York,DHL,2023-04-11,2023-04-27,73.6,437.29,Delayed,2241,6
SH10775,Warehouse_MIA,Miami,LaserShip,2023-11-02,2023-11-07,23.2,51.9,Delivered,147,5
SH10776,Warehouse_SF,Chicago,Amazon Logistics,2023-09-09,2023-09-13,23.2,191.94,Delivered,1277,4
SH10777,Warehouse_ATL,Boston,UPS,2023-10-01,2023-10-13,38.0,108.83,Delayed,527,2
SH10778,Warehouse_BOS,Portland,OnTrac,2023-09-26,2023-09-30,12.8,147.18,Delivered,1012,4
SH10779,Warehouse_ATL,Portland,USPS,2023-02-24,2023-02-27,103.4,226.95,Delivered,779,3
SH10780,Warehouse_ATL,Chicago,Amazon Logistics,2023-10-12,2023-10-21,44.1,319.84,Delivered,2372,9
SH10781,Warehouse_SF,Dallas,LaserShip,2023-12-22,2023-12-26,22.3,223.83,Delivered,1234,4
SH10782,Warehouse_NYC,Houston,OnTrac,2023-12-03,2023-12-07,17.3,218.41,Delivered,1246,4
SH10783,Warehouse_BOS,Dallas,LaserShip,2023-08-16,2023-08-19,19.3,147.73,Delivered,1068,3
SH10784,Warehouse_DEN,Phoenix,USPS,2023-03-16,2023-03-21,22.5,,Delivered,1164,5
SH10785,Warehouse_ATL,Denver,LaserShip,2023-02-01,2023-02-05,34.0,193.6,Lost,1192,4
SH10786,Warehouse_DEN,Dallas,DHL,2023-04-20,2023-04-24,18.6,144.95,Returned,923,4
SH10787,Warehouse_ATL,Houston,DHL,2023-02-18,2023-02-21,16.9,208.26,Delivered,1434,3
SH10788,Warehouse_BOS,Phoenix,LaserShip,2023-11-25,2023-12-02,36.9,307.4,Delivered,1682,7
SH10789,Warehouse_LA,Dallas,OnTrac,2023-04-26,2023-04-30,26.3,200.48,Delivered,1435,4
SH10790,Warehouse_LA,Denver,FedEx,2023-04-03,2023-04-08,12.5,326.12,Delivered,2386,5
SH10791,Warehouse_NYC,Los Angeles,FedEx,2023-08-29,2023-09-02,6.8,155.95,Delivered,1007,4
SH10792,Warehouse_MIA,New York,UPS,2023-06-28,2023-07-02,15.4,238.58,Delivered,1636,4
SH10793,Warehouse_ATL,Boston,LaserShip,2023-10-02,2023-10-17,46.9,180.87,Delayed,993,3
SH10794,Warehouse_MIA,Detroit,LaserShip,2023-05-03,2023-05-07,19.2,132.01,Delivered,810,4
SH10795,Warehouse_HOU,Chicago,DHL,2023-02-07,2023-02-15,77.7,,Delivered,2113,8
SH10796,Warehouse_LA,Chicago,Amazon Logistics,2023-08-21,2023-08-25,12.4,228.09,Delivered,1640,4
SH10797,Warehouse_HOU,Seattle,DHL,2023-06-20,2023-06-24,9.7,233.83,Delivered,1517,4
SH10798,Warehouse_HOU,Minneapolis,Amazon Logistics,2023-05-10,2023-05-16,12.3,306.2,Delivered,2458,6
SH10799,Warehouse_CHI,Detroit,OnTrac,2023-01-20,,70.0,123.86,Delivered,283,3
SH10800,Warehouse_HOU,Miami,UPS,2023-06-12,2023-06-17,9.9,282.29,Delivered,2114,5
SH10801,Warehouse_SF,Boston,Amazon Logistics,2023-06-01,2023-06-07,24.8,213.13,Delivered,1683,6
SH10802,Warehouse_DEN,Dallas,USPS,2023-10-27,2023-10-29,4.6,44.35,Delivered,345,2
SH10803,Warehouse_MIA,Detroit,OnTrac,2023-03-31,2023-04-06,4.8,287.6,Delivered,2470,6
SH10804,Warehouse_BOS,Chicago,DHL,2023-06-03,2023-06-05,19.2,,Delivered,285,2
SH10805,Warehouse_HOU,Chicago,UPS,2023-02-08,2023-02-15,40.1,104.23,Delayed,428,2
SH10806,Warehouse_MIA,Chicago,Amazon Logistics,2023-02-22,2023-02-28,38.4,276.83,Delivered,1780,6
SH10807,Warehouse_SF,Seattle,USPS,2023-08-11,2023-08-16,30.3,247.69,Delivered,2049,5
SH10808,Warehouse_SEA,Phoenix,FedEx,2023-12-25,2024-01-03,14.1,430.99,Delivered,2363,9
SH10809,Warehouse_SEA,Chicago,OnTrac,2023-11-26,2023-12-03,6.2,314.26,Delivered,2315,7
SH10810,Warehouse_MIA,Detroit,Amazon Logistics,2023-03-31,2023-04-03,51.8,231.8,Delivered,1415,3
SH10811,Warehouse_MIA,Chicago,USPS,2023-09-08,2023-09-11,24.6,87.65,In Transit,454,3
SH10812,Warehouse_MIA,Portland,LaserShip,2023-11-02,2023-11-04,18.4,151.67,Delivered,862,2
SH10813,Warehouse_DEN,Boston,OnTrac,2023-11-26,2023-12-02,14.5,301.8,Delivered,1889,6
SH10814,Warehouse_NYC,Los Angeles,LaserShip,2023-08-19,2023-08-22,14.7,124.34,Delivered,909,3
SH10815,Warehouse_CHI,Portland,LaserShip,2023-09-25,2023-09-27,46.3,140.84,Delivered,675,2
SH10816,Warehouse_BOS,New York,LaserShip,2023-11-24,2023-11-28,17.0,113.42,Lost,677,4
SH10817,Warehouse_ATL,Phoenix,USPS,2023-11-07,2023-11-12,36.1,234.42,Delivered,1315,5
SH10818,Warehouse_CHI,Seattle,LaserShip,2023-09-21,2023-09-23,57.5,82.81,Delivered,105,2
SH10819,Warehouse_LA,New York,USPS,2023-11-13,2023-11-18,25.2,283.73,Delivered,1791,5
SH10820,Warehouse_HOU,Houston,USPS,2023-07-24,2023-07-29,97.3,286.39,Delivered,1778,5
SH10821,Warehouse_ATL,Miami,USPS,2023-03-12,2023-03-14,7.3,35.27,Delivered,209,2
SH10822,Warehouse_NYC,Dallas,OnTrac,2023-05-31,2023-06-04,21.4,73.84,Delivered,350,4
SH10823,Warehouse_DEN,Minneapolis,DHL,2023-01-18,2023-01-24,50.2,326.57,Delivered,1802,6
SH10824,Warehouse_ATL,Minneapolis,USPS,2023-10-19,2023-10-22,5.8,120.42,Delivered,1093,3
SH10825,Warehouse_NYC,Atlanta,FedEx,2023-11-13,2023-11-19,9.7,162.42,Delivered,870,6
SH10826,Warehouse_LA,Los Angeles,FedEx,2023-09-10,2023-09-14,39.1,277.98,Delivered,1645,4
SH10827,Warehouse_NYC,Detroit,DHL,2023-08-24,2023-08-26,27.7,51.34,Delivered,121,2
SH10828,Warehouse_HOU,Atlanta,USPS,2023-01-16,2023-01-18,38.4,125.03,Delivered,800,2
SH10829,Warehouse_CHI,Detroit,OnTrac,2023-02-03,2023-02-04,0.0,35.85,Delivered,283,1
SH10830,Warehouse_HOU,Minneapolis,OnTrac,2023-03-05,2023-03-06,12.8,41.3,Delivered,205,1
SH10831,Warehouse_CHI,Chicago,USPS,2023-04-22,2023-04-26,42.2,271.44,Delivered,1943,4
SH10832,Warehouse_LA,Houston,Amazon Logistics,2023-09-07,2023-09-10,13.3,179.74,Delivered,1317,3
SH10833,Warehouse_MIA,New York,DHL,2023-07-10,2023-07-11,12.4,47.25,Delivered,237,1
SH10834,Warehouse_BOS,Detroit,USPS,2023-02-25,2023-02-27,12.2,70.06,Delivered,489,2
SH10835,Warehouse_CHI,Phoenix,LaserShip,2023-06-20,2023-06-24,28.6,223.2,Delivered,1752,4
SH10836,Warehouse_CHI,Miami,FedEx,2023-05-22,2023-05-25,12.3,199.26,Delivered,1350,3
SH10837,Warehouse_DEN,San Francisco,USPS,2023-06-12,2023-06-16,7.5,165.29,Delivered,1323,4
SH10838,Warehouse_BOS,San Francisco,OnTrac,2023-08-19,2023-08-25,10.4,45.53,Delivered,255,6
SH10839,Warehouse_LA,New York,UPS,2023-09-24,2023-09-27,33.5,88.12,Delivered,420,3
SH10840,Warehouse_CHI,Atlanta,LaserShip,2023-08-13,2023-08-19,16.9,192.93,Delivered,1506,6
SH10841,Warehouse_MIA,Phoenix,LaserShip,2023-11-08,2023-11-13,25.9,272.0,Delivered,1763,5
SH10842,Warehouse_BOS,Boston,FedEx,2023-03-20,2023-03-24,6.2,217.1,Delivered,1483,4
SH10843,Warehouse_ATL,Boston,FedEx,2023-03-25,2023-03-30,7.3,238.37,Delivered,1921,5
SH10844,Warehouse_SF,Atlanta,LaserShip,2023-08-14,2023-08-19,30.8,251.75,Delivered,1737,5
SH10845,Warehouse_BOS,Miami,OnTrac,2023-01-20,2023-01-23,3.6,68.65,Returned,560,3
SH10846,Warehouse_HOU,Dallas,OnTrac,2023-01-08,2023-01-11,63.5,192.27,Delivered,1118,3
SH10847,Warehouse_CHI,Detroit,FedEx,2023-02-15,2023-02-16,53.7,113.89,Delivered,283,1
SH10848,Warehouse_DEN,Seattle,Amazon Logistics,2023-03-23,2023-03-29,10.3,312.01,Delivered,2287,6
SH10849,Warehouse_NYC,Minneapolis,DHL,2023-03-16,2023-03-19,23.7,105.39,Delivered,475,3
SH10850,Warehouse_MIA,Atlanta,FedEx,2023-12-16,2023-12-30,12.4,55.37,Delayed,253,1
SH10851,Warehouse_CHI,Atlanta,UPS,2023-10-15,2023-10-19,21.5,163.13,Delivered,976,4
SH10852,Warehouse_HOU,Denver,FedEx,2023-10-09,2023-10-12,13.7,151.52,Delivered,1030,3
SH10853,Warehouse_BOS,Chicago,USPS,2023-02-16,2023-02-20,11.5,215.48,Delivered,1702,4
SH10854,Warehouse_DEN,Los Angeles,FedEx,2023-12-24,2023-12-28,7.2,340.75,Returned,2010,4
SH10855,Warehouse_HOU,Seattle,Amazon Logistics,2023-02-27,2023-03-05,12.9,311.31,Delivered,2323,6
SH10856,Warehouse_NYC,Detroit,Amazon Logistics,2023-03-08,2023-03-13,16.3,299.25,Delivered,2263,5
SH10857,Warehouse_SEA,Minneapolis,FedEx,2023-11-14,2023-11-17,8.3,166.12,Delivered,1054,3
SH10858,Warehouse_SF,Phoenix,FedEx,2023-10-25,2023-10-29,11.6,147.12,Delivered,905,4
SH10859,Warehouse_DEN,Atlanta,USPS,2023-08-04,2023-08-09,9.1,144.68,Delivered,1069,5
SH10860,Warehouse_BOS,Dallas,UPS,2023-02-11,2023-02-17,26.8,317.7,Delivered,2274,6
SH10861,Warehouse_SF,Atlanta,UPS,2023-11-03,2023-11-05,14.9,50.0,Delivered,161,2
SH10862,Warehouse_MIA,Houston,OnTrac,2023-09-20,2023-09-24,139.3,235.27,Delivered,547,4
SH10863,Warehouse_NYC,Boston,Amazon Logistics,2023-05-13,2023-05-15,85.2,135.67,Delivered,215,2
SH10864,Warehouse_HOU,Boston,FedEx,2023-10-03,2023-10-09,61.4,405.09,Delivered,2282,6
SH10865,Warehouse_ATL,Chicago,Amazon Logistics,2023-08-23,2023-09-03,72.5,350.54,Delayed,2411,7
SH10866,Warehouse_SEA,Dallas,DHL,2023-06-29,2023-07-02,26.8,176.88,Delivered,1008,3
SH10867,Warehouse_ATL,San Francisco,FedEx,2023-07-08,2023-07-18,34.2,93.52,Delayed,439,3
SH10868,Warehouse_ATL,Chicago,FedEx,2023-03-09,,45.4,84.91,Delivered,151,2
SH10869,Warehouse_MIA,Seattle,LaserShip,2023-07-08,2023-07-13,64.0,233.21,Delivered,1235,5
SH10870,Warehouse_ATL,Boston,Amazon Logistics,2023-09-09,2023-09-13,32.9,227.09,In Transit,1512,4
SH10871,Warehouse_MIA,Seattle,Amazon Logistics,2023-06-04,2023-06-10,81.9,300.38,Delivered,1836,6
SH10872,Warehouse_MIA,Boston,OnTrac,2023-04-01,2023-04-08,16.7,340.65,Delivered,2415,7
SH10873,Warehouse_SF,Seattle,Amazon Logistics,2023-01-26,2023-02-01,17.4,249.13,Delayed,1969,5
SH10874,Warehouse_DEN,Atlanta,OnTrac,2023-07-30,2023-08-02,108.8,204.71,Delivered,784,3
SH10875,Warehouse_ATL,San Francisco,LaserShip,2023-01-28,2023-02-02,25.7,227.68,Delivered,1687,5
SH10876,Warehouse_BOS,Houston,USPS,2023-06-03,2023-06-08,11.6,214.12,Delivered,1624,5
SH10877,Warehouse_ATL,San Francisco,Amazon Logistics,2023-07-30,2023-08-01,27.3,70.85,Delivered,337,2
SH10878,Warehouse_SF,Portland,Amazon Logistics,2023-04-03,2023-04-08,11.9,260.02,Delivered,2131,5
SH10879,Warehouse_ATL,Los Angeles,OnTrac,2023-10-04,2023-10-09,125.8,154.81,Delivered,144,5
SH10880,Warehouse_HOU,Phoenix,LaserShip,2023-03-17,2023-03-21,24.7,73.47,Delivered,371,4
SH10881,Warehouse_DEN,Minneapolis,USPS,2023-07-26,2023-07-31,22.8,287.85,Delivered,2393,5
SH10882,Warehouse_SF,Boston,DHL,2023-05-08,2023-05-13,18.1,236.64,Delivered,1504,5
SH10883,Warehouse_DEN,Chicago,Amazon Logistics,2023-10-23,2023-10-30,8.7,296.81,Delivered,2333,7
SH10884,Warehouse_SEA,Dallas,FedEx,2023-10-26,2023-10-27,27.5,68.71,Delivered,303,1
SH10885,Warehouse_HOU,Seattle,LaserShip,2023-12-10,2023-12-15,10.5,308.36,In Transit,2147,5
SH10886,Warehouse_DEN,New York,USPS,2023-12-25,2024-01-06,24.8,54.1,Delayed,118,1
SH10887,Warehouse_ATL,Boston,Amazon Logistics,2023-11-17,2023-11-23,42.3,378.62,Delivered,2282,6
SH10888,Warehouse_CHI,Atlanta,USPS,2023-02-25,2023-03-04,13.5,246.0,Delivered,2106,7
SH10889,Warehouse_LA,Phoenix,OnTrac,2023-05-30,2023-06-02,9.4,61.04,Delivered,373,3
SH10890,Warehouse_DEN,San Francisco,OnTrac,2023-05-17,2023-05-21,20.6,219.02,Delivered,1611,4
SH10891,Warehouse_NYC,Atlanta,LaserShip,2023-10-15,2023-10-19,75.7,211.3,Delivered,870,4
SH10892,Warehouse_SF,New York,LaserShip,2023-11-30,2023-12-01,11.3,29.98,Delivered,104,1
SH10893,Warehouse_SF,Dallas,OnTrac,2023-11-17,2023-11-20,10.5,154.75,Delivered,917,3
SH10894,Warehouse_LA,Houston,USPS,2023-11-03,2023-11-06,21.0,186.14,Delivered,1090,3
SH10895,Warehouse_CHI,Denver,UPS,2023-12-24,2023-12-26,28.7,188.12,Delivered,1000,2
SH10896,Warehouse_MIA,Portland,LaserShip,2023-06-06,2023-06-08,14.1,42.48,Delivered,181,2
SH10897,Warehouse_HOU,Phoenix,UPS,2023-03-20,2023-03-27,35.7,341.41,Delivered,2300,7
SH10898,Warehouse_SF,Denver,OnTrac,2023-09-11,2023-09-16,40.5,175.32,Delivered,1176,5
SH10899,Warehouse_HOU,Los Angeles,UPS,2023-03-21,2023-04-05,18.2,150.78,Delayed,915,3
SH10900,Warehouse_LA,Los Angeles,DHL,2023-11-08,2023-11-23,11.9,103.0,Delayed,495,6
SH10901,Warehouse_MIA,Minneapolis,DHL,2023-11-15,2023-11-17,24.4,146.91,Delivered,605,2
SH10902,Warehouse_LA,Dallas,DHL,2023-11-25,2023-11-28,18.0,271.66,Delivered,1435,3
SH10903,Warehouse_MIA,Los Angeles,Amazon Logistics,2023-09-20,2023-09-25,11.8,268.59,Delivered,1973,5
SH10904,Warehouse_CHI,Minneapolis,LaserShip,2023-04-03,2023-04-06,30.9,46.94,Delivered,106,3
SH10905,Warehouse_HOU,Miami,OnTrac,2023-10-23,2023-10-26,59.4,192.19,Delivered,1118,3
SH10906,Warehouse_SF,San Francisco,Amazon Logistics,2023-11-28,2023-12-03,40.3,208.84,Delivered,1034,5
SH10907,Warehouse_CHI,Seattle,FedEx,2023-11-14,2023-11-19,14.0,337.0,Delivered,1878,5
SH10908,Warehouse_SF,Seattle,DHL,2023-04-15,2023-04-19,33.7,302.22,Delivered,1819,4
SH10909,Warehouse_SF,Dallas,LaserShip,2023-01-04,2023-01-12,32.0,327.1,Delivered,2355,8
SH10910,Warehouse_SF,Boston,Amazon Logistics,2023-02-12,2023-02-17,15.9,308.5,Delivered,2282,5
SH10911,Warehouse_BOS,New York,LaserShip,2023-10-20,2023-10-22,31.6,74.81,Delivered,308,2
SH10912,Warehouse_SF,Portland,Amazon Logistics,2023-10-09,2023-10-13,16.5,169.6,Lost,1221,4
SH10913,Warehouse_BOS,Los Angeles,UPS,2023-10-15,2023-10-29,24.6,150.37,Delayed,852,4
SH10914,Warehouse_ATL,Houston,OnTrac,2023-11-13,2023-11-16,22.5,172.21,Delivered,945,3
SH10915,Warehouse_BOS,Phoenix,UPS,2023-07-24,2023-07-30,14.0,295.74,Delivered,2256,6
SH10916,Warehouse_NYC,Minneapolis,FedEx,2023-10-28,2023-10-29,8.1,81.18,Delivered,481,1
SH10917,Warehouse_BOS,Portland,Amazon Logistics,2023-05-20,2023-05-24,20.0,254.01,Delivered,1767,4
SH10918,Warehouse_MIA,Phoenix,FedEx,2023-05-31,2023-06-07,35.9,140.38,Delivered,788,7
SH10919,Warehouse_HOU,Minneapolis,DHL,2023-08-09,2023-08-12,22.5,171.17,Delivered,1017,3
SH10920,Warehouse_DEN,Seattle,UPS,2023-01-08,2023-01-12,17.6,242.22,Delivered,1577,4
SH10921,Warehouse_ATL,Detroit,DHL,2023-03-18,2023-03-20,12.9,74.16,In Transit,419,2
SH10922,Warehouse_HOU,Detroit,UPS,2023-08-17,2023-08-23,12.8,6229.12,Delivered,2490,6
SH10923,Warehouse_MIA,Phoenix,OnTrac,2023-01-25,2023-01-26,71.1,114.32,Delivered,167,1
SH10924,Warehouse_BOS,Houston,FedEx,2023-08-23,2023-08-29,13.6,326.71,Delivered,2328,6
SH10925,Warehouse_ATL,New York,OnTrac,2023-04-29,2023-05-02,24.2,107.33,Delivered,669,3
SH10926,Warehouse_SF,Denver,OnTrac,2023-12-31,2024-01-02,39.7,130.73,Delivered,468,2
SH10927,Warehouse_DEN,San Francisco,Amazon Logistics,2023-03-06,2023-03-09,9.4,84.83,Delivered,563,3
SH10928,Warehouse_MIA,Phoenix,Amazon Logistics,2023-10-24,2023-10-28,13.6,187.79,Delivered,1584,4
SH10929,Warehouse_SEA,Minneapolis,USPS,2023-05-21,2023-05-26,32.5,252.22,Delivered,2107,5
SH10930,Warehouse_MIA,Los Angeles,UPS,2023-12-01,2023-12-05,23.3,266.08,Delivered,1473,4
SH10931,Warehouse_NYC,Denver,DHL,2023-06-23,2023-06-26,88.7,196.15,Delivered,509,3
SH10932,Warehouse_ATL,Minneapolis,OnTrac,2023-04-04,2023-04-06,36.3,74.96,Delivered,253,2
SH10933,Warehouse_SF,Boston,OnTrac,2023-09-02,2023-09-05,36.5,128.0,Delivered,757,3
SH10934,Warehouse_SEA,San Francisco,USPS,2023-04-27,2023-05-01,26.9,221.1,Delivered,1796,4
SH10935,Warehouse_SEA,Seattle,FedEx,2023-06-27,2023-07-02,4.4,301.81,Delivered,2087,5
SH10936,Warehouse_BOS,Chicago,LaserShip,2023-03-31,2023-04-03,16.5,152.12,Delivered,1027,3
SH10937,Warehouse_ATL,Denver,FedEx,2023-02-02,2023-02-09,11.8,306.43,Delivered,2442,7
SH10938,Warehouse_SF,San Francisco,FedEx,2023-12-06,2023-12-10,22.4,162.76,Delivered,862,4
SH10939,Warehouse_HOU,Dallas,FedEx,2023-07-17,2023-07-30,9.3,108.95,Delayed,813,3
SH10940,Warehouse_DEN,Minneapolis,FedEx,2023-01-29,2023-02-07,40.9,307.96,Delivered,1805,9
SH10941,Warehouse_NYC,Minneapolis,FedEx,2023-12-28,2024-01-07,11.8,345.46,Delayed,1958,5
SH10942,Warehouse_SF,New York,Amazon Logistics,2023-04-28,2023-05-04,10.1,221.55,Delivered,1943,6
SH10943,Warehouse_CHI,Chicago,Amazon Logistics,2023-11-01,2023-11-08,8.9,390.8,Delivered,2441,7
SH10944,Warehouse_NYC,Phoenix,USPS,2023-05-18,2023-04-18,55.4,237.06,In Transit,1644,5
SH10945,Warehouse_HOU,Portland,LaserShip,2023-10-07,2023-10-10,7.1,164.49,Delivered,1336,3
SH10946,Warehouse_LA,Portland,UPS,2023-01-23,2023-01-27,45.4,172.09,Delivered,1050,4
SH10947,Warehouse_ATL,Atlanta,UPS,2023-10-17,2023-10-23,53.8,334.19,Delivered,2107,6
SH10948,Warehouse_MIA,Dallas,UPS,2023-04-17,2023-04-19,20.0,96.84,Delivered,517,2
SH10949,Warehouse_ATL,Dallas,UPS,2023-11-17,2023-12-03,47.6,267.76,Delayed,1263,4
SH10950,Warehouse_SF,Dallas,LaserShip,2023-03-04,2023-03-07,14.9,148.0,Delivered,1154,3
SH10951,Warehouse_ATL,San Francisco,OnTrac,2023-07-20,2023-07-24,62.4,118.11,Delivered,407,4
SH10952,Warehouse_NYC,Los Angeles,FedEx,2023-08-21,2023-08-27,28.3,318.34,Delivered,2076,6
SH10953,Warehouse_NYC,Denver,USPS,2023-09-27,2023-10-03,26.6,295.92,Delivered,2346,6
SH10954,Warehouse_BOS,Portland,Amazon Logistics,2023-02-07,2023-02-09,29.9,108.93,Delivered,576,2
SH10955,Warehouse_MIA,Atlanta,DHL,2023-01-28,2023-02-02,5.1,236.05,Delivered,1773,5
SH10956,Warehouse_DEN,Atlanta,LaserShip,2023-06-21,2023-06-24,24.3,160.77,In Transit,1144,3
SH10957,Warehouse_SEA,Boston,FedEx,2023-09-06,2023-09-11,75.0,402.46,Delivered,2200,5
SH10958,Warehouse_SEA,Denver,OnTrac,2023-07-16,2023-07-21,29.6,276.98,Delivered,2049,5
SH10959,Warehouse_HOU,Denver,OnTrac,2023-12-04,2023-12-11,3.2,140.8,Delivered,1030,7
SH10960,Warehouse_NYC,Dallas,DHL,2023-04-05,2023-04-15,18.9,196.91,Delivered,1319,10
SH10961,Warehouse_ATL,Miami,UPS,2023-10-20,2023-10-22,16.1,102.41,Delivered,625,2
SH10962,Warehouse_CHI,Detroit,OnTrac,2023-02-19,2023-02-22,36.7,80.24,Delivered,283,3
SH10963,Warehouse_DEN,Boston,LaserShip,2023-08-25,2023-08-30,49.6,169.64,Delivered,820,5
SH10964,Warehouse_CHI,Chicago,USPS,2023-05-27,2023-05-29,7.2,,Delivered,858,2
SH10965,Warehouse_ATL,San Francisco,DHL,2023-06-13,2023-06-20,24.2,318.03,In Transit,2036,7
SH10966,Warehouse_CHI,Atlanta,UPS,2023-03-11,2023-03-15,18.6,264.57,Delivered,1771,4
SH10967,Warehouse_BOS,Seattle,FedEx,2023-05-19,2023-05-24,26.6,302.89,Delivered,1841,5
SH10968,Warehouse_SEA,Denver,UPS,2023-01-13,2023-01-17,27.5,272.07,Delivered,1875,4
SH10969,Warehouse_HOU,Miami,FedEx,2023-06-30,2023-07-02,30.9,81.65,Delivered,297,2
SH10970,Warehouse_ATL,Phoenix,UPS,2023-09-05,2023-09-09,11.9,193.89,Delivered,1290,4
SH10971,Warehouse_BOS,Denver,OnTrac,2023-08-13,2023-08-18,16.3,25.2,Delivered,2033,5
SH10972,Warehouse_HOU,Houston,UPS,2023-12-16,2023-12-23,24.7,179.53,Delivered,974,7
SH10973,Warehouse_MIA,Portland,FedEx,2023-10-21,2023-10-25,32.3,233.32,Delivered,1492,4
SH10974,Warehouse_MIA,Miami,UPS,2023-11-22,2023-12-11,32.0,348.0,Delayed,2060,8
SH10975,Warehouse_DEN,New York,Amazon Logistics,2023-07-08,2023-07-21,20.2,248.02,Delayed,2051,5
SH10976,Warehouse_HOU,New York,UPS,2023-06-03,2023-06-09,17.7,309.3,Delivered,2198,6
SH10977,Warehouse_LA,Dallas,LaserShip,2023-03-28,2023-03-31,19.7,199.0,Delivered,1435,3
SH10978,Warehouse_DEN,Detroit,Amazon Logistics,2023-12-13,2023-12-17,23.1,221.08,Delivered,1280,4
